index,text,location
412,"@CNN No more career politicians!Voters need to send a message!Join the Trump Train full speed ahead!Come join us!You will be glad you did!????","Tennessee - USA"
413,"Club For Growth https://t.co/yqGEe0J5dq Your all crazy.Trump is getting millions of people to win this nomination.Stay out of it let it play","followback"
414,"RT @citizensrock: Have you seen the ugly face of conservatism that¡¯s responsible for #GovernmentGridlock and the rise of #Trump? https://t.¡­","California - USA"
415,"RT @RealAlexJones: How the GOP Elite Plan To Rob Donald Trump (Infowars Exclusive by Roger Stone) - https://t.co/NDaO5O0XeW https://t.co/AD¡­","atlanta - GA"
416,"RT @MattWalshBlog: Sorry Trump voters you don't get to force that damned clown on me then tell me it's my fault if Hillary wins. No that¡­","Twinsburg - OH"
417,"The only thing you need are voters. 64% of the voters have said NO to Trump so far. Could knock Cruz out ina debate! https://t.co/EsJlf1O7P1","U.S.A."
418,"RT @ConservaCyborg: Trump lickspittle @ericbolling isn't a man he's a lapdog. Donny: Good dog Eric. Have a bone. #NeverTrump https:¡­","Magnolia - TX"
419,"RT @mmfa: Donald Trump has been using fabrications and controversy to manipulate the media. @Goangelo breaks down how: https://t.co/MueDLyd¡­","San Francisco"
420,"RT @LindaSuhler: You clowns melting down that Trump will 'disturb' nat'l/world 'order?' WTH you talking about? You F'd it up &amp; it will take¡­","Charlotte - NC"
421,"RT @druidDUDE: The only difference between Trump supporters &amp; the KKK is that the KKK is smart enough to cover their ugly faces. https://t.¡­","Maryland - USA"
422,"RT @LeahR77: Why Trump Is Surging REASON # 2540?? Rinos Meet With Obama's Anti Gun #2A Radical SCOTUS Pick ??#Trump2016 https://t.co/TPM2SYYj¡­","Los Angeles - California"
423,"RT @Campaign_Trump: They are not against Trump. They are against what Trump represents. #Trump represent anti-establishment. GOP &amp; DEMS are¡­","Denton - TX"
424,"RT @veganvecoh: 69 Yr-old Trump Supporter Judy Beaty¡¯s house was vandalized &amp; she received Death Threats from Bernie Supporters/BLM https:/¡­","Dallas - Texas"
425,"RT @TRUMP_PREZ: #TRUMP SUPPORTERS BEWARE Thete is a new anti-Trump plot called 'Democracy SPRING' funded by Soros liberals &amp; establishmen¡­","Colorado - USA"
426,"RT @MrFuckBringer: #Trump would have our economy and our global standing destroyed inside of 3 months. He thinks he's running for Reality S¡­","Edmonton"
427,"FoxNews: .oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a bigot or¡­","Tel: (877) 583-4231"
428,"RT @Christian__Holz: Gotta love our school system. All I did was make a folder and fill it with pictures of Trump for a slideshow?? https://¡­","dm(v) "
429,"RT @joanwalsh: Donald Trump¡¯s authoritarian shtick: Why we should be paying more attention to his ¡°law and order¡± extremism https://t.co/0N¡­","US of A"
430,"RT @diana_west_: They are petrified their new/old world order will be no more. New Report Says Trump As Dangerous As Islamic Terror https:/¡­","Australia"
431,"RT @SOMEXlCAN: idk what's least surprising: the fact that a #Trump supporter said this or that the POS covered his face. https://t.co/57ZgS¡­","dreamville"
432,"RT @MADE__USA: TRUMP the Establishment - If We All VOTE Trump - We All Win @realDonaldTrump Join together - TRUMP The Establishment https:/¡­","D.C. "
433,"Not really. 5% Vote in 2016 = $10 Million Public Funding in 2020. Some polls have 30% of D &amp; R hard no on Clinton/Trump. @OddSenseOfHumor","Metropolis - USA"
434,"RT @ru_honest1: Follow me and I will DM you idea to take congress back even if Trump has candidacy stolen. Can't steal this! RT RT https:/¡­","Strong-principled chap!"
435,"RT @jimgeraghty: Only 37% trust Hillary¡­ but only 27% trust Trump. Well done GOP primary voters. https://t.co/5zYutJt6Wy https://t.co/DY9r¡­","Augusta - GA"
436,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Grand Rapids - MI"
437,"RT @steph93065: .@Greta Trump is doing just fine without advice from @Karlrove; the guy who presided over two devastating loses. THANKS a¡­","California - USA"
438,"RT @WayneDupreeShow: SHAMEFUL! GOPe tries 2 pass themselves off as grassroots in this letter 2 stop Trump! https://t.co/QvZjThZc8a #TrumpTr¡­","Kalymnos "
439,"RT @JesseBenn: #Trump is demonstrating the limits of democracy in a nation w/a feckless press failing education system &amp; culture of ignor¡­","Everywhere"
440,"RT @mitchellvii: There won't be brokered convention. Trump will win this straight up. Every Trump win Cruz becomes more impossible depre¡­","Qatar "
441,"RT @LeahR77: Sean Hannity: If GOP Elites Steal Nomination From #Trump or #Cruz ¡°I¡¯m Walking¡± https://t.co/i0l0GwuUuh Thank you?? https://t¡­","Los Angeles - California"
442,"RT @dovorah001: The most respected &amp; anointed men and women ALL endorse #Trump for a reason???????? #Utah #Pennsylvania #Trump2016 https://t.¡­","United States"
443,"RT @donald2016galt: @misinsimilla @IdahoRoadapple @Yair_Rosenberg and you are a blockhead with a liberal blindfold. Trump will be the nomin¡­","Idaho - USA"
444,"RT @loudobbsnews: Roger Stone on How GOP Elite Plan To Rob Donald Trump https://t.co/0UHCRGCnp0 via @realalexjones #MakeAmericaGreatAgain #¡­","Georgia - USA"
445,"RT @ru_honest1: Follow me and I will DM you idea to take congress back even if Trump has candidacy stolen. Can't steal this! RT RT https:/¡­","Strong-principled chap!"
446,"#NeverTrump Thinks Eminent Domain #Trump Ur Property Rights https://t.co/KUcATvAjdk - https://t.co/pREnDXdqiL ¡­ https://t.co/3i4AvaSF7T 123","People's Republic of Chicago"
447,"RT @nytimesbusiness: There¡¯s virtually no chance that Donald Trump or Hillary Clinton will touch this subject writes William D. Cohan. htt¡­","California - USA"
448,"RT @USATrustTrump: KASICH Has NO Chance In HELL Of Winning GOP Nomination! 'Golden Boy' To Rig Election Against #Trump! #DefendDonald https¡­","SC"
449,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","New Jersey - USA"
450,"RT @ToddHagopian: This is awesome! #Trump Presidency ranked in the Top 10 biggest global risk by the Economist! Save your 401K vote for ¡­","Wish I was in Alabama"
451,"I'm sorry that being the case I have a deeper appreciation for your resentment on Iraq/However-Trump=Ground Troops https://t.co/4R6kVVnH6B","California - USA"
452,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Ruleville - MS"
453,"RT @amazingatheist: Let's be real here the reason the Republican establishment fears Trump is not because he's a Maverick it's because th¡­","in the system"
454,"RT @JennyLewis23: This racist bully liar TRUMP who belittle's people should terrify people that he's running for President. SICK https:¡­","mid west"
455,"RT @RadioFreeTom: Fox¡¯s Eric Bolling Kicks Michelle Fields to the Curb for His Buddy Donald Trump https://t.co/vwCh1wnizf via @thedailybeast","North Texas"
456,"RT @ThisIsFusion: Of course 'The Simpsons' predicted Donald Trump would be a terrible president 15 years ago https://t.co/htUZ5j9QEa https¡­","New York City"
457,"RT @UTHornsRawk: Donald Trump we love you ???? Thank you???? keep on winning???????? #Arizona #ArizonaPrimary #alwaystrump #Trump2016 https¡­","United States"
458,"What a wonderful Marine &amp; decent person I hope he's a Trump supper Thanks Lori for that uplifting video that was https://t.co/y7rRjMOvwB","Ontario - Canada"
459,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Archbold OH"
460,"RT @JessicaannHogan: @ArtoftheDealPAC @jensen1230 I'm over debates all it is a a Trump WWE bashing match. Who can bash Trump the most and l¡­","San Francisco - CA"
461,"RT @chiquisholla: #TNTvote #AINF The Economist rates Trump presidency among its top 10 global risks https://t.co/QtweriSlhL #NeverTrump ¡­","houston tx"
462,"?????????Trump THE Only Common Sense Candidate! .#TrumpTrain #Trump2016 #MAGA ???? .@Mferris67 .#GoodJobsMatter https://t.co/xSsrru96iQ","Tennessee - USA"
463,"RT @StringerDaily: 9 opinions on Donald Trump from people who have dropped their phone in the toilet https://t.co/ymKayAEIEf https://t.co/¡­","Sydney"
464,"RT @ProfessorRobo: ¡°Trump is th life of the party and boredom never elected anybody¡± ¡­ #voteTrump #Inauguration2017 @oreillyfactor @megynke¡­","United States"
465,"RT @TheresaMechele: Florida Gov. Rick Scott Endorsed Donald J. Trump. Called on Republicans to Come together; coalesce behind Trump. htt¡­","PSL Florida"
466,"Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://t.co/hv32bLZ0Hx","California - USA"
467,"RT @AlysiaStern: Have you seen Trump's tax plan? Half the people that hate him will benefit from him. #BlackLivesMatter https://t.co/y4Qd¡­","Universal Native - Planet Earth"
468,"RT @misinsimilla: @donald2016galt @IdahoRoadapple @Yair_Rosenberg If you support trump then your are the vulture toon sitting on judge doo¡­","Idaho - USA"
469,"RT @mitchellvii: Example of GOPe'ers starting to lean Trump? Kevin McCarthy said Trump intensity could help GOP win House seats. https://¡­","Save Christianity~Say No2Islam"
470,"RT @mitchellvii: My YouTube For Trump Channel will typically be just 5-10 minute videos depending upon what's happening. I'm a fan of brie¡­","Ohio - USA"
471,"RT @BeStrongAllways: Hell just froze over! Krauthammer: I Was Wrong for Laughing at Trump¡­ Democrats Are Worried (VIDEO) https://t.co/9BrMY¡­","United States"
472,"RT @TrumpMyPres: POPE FRANCIS IS IN YOUR FACE #TRUMP BY Asking Nations to ¡®Open Their Hearts and Their Doors¡¯ to Migrants - Breitbart https¡­","Pennsylvania"
473,"RT @VetsForDonald: We will defend @realDonaldTrump all the way to the convention. We the people chooses #Trump as our nation's President. #¡­","Nevada - USA"
474,"RT @danielsahyounie: At first I thought Donald trump running for president was a joke but I can't believe how serious it is ??#danielforpres¡­","United States"
475,"RT @AlysiaStern: Have you seen Trump's tax plan? Half the people that hate him will benefit from him. #BlackLivesMatter https://t.co/y4Qd¡­","Plano - TX"
476,"RT @Campaign_Trump: #California If ur independent or democrat you must register as REPUBLICAN to vote #Trump Get it done &amp; VOTE #Trump htt¡­","Colorado - USA"
477,"RT @TRUMP_PREZ: USAF Generals endorse #TRUMP because he will make America great again. NOT LIAR TED CRUZ https://t.co/1i9Xi5ZXc3 https://¡­","New York - NY"
478,"RT @FL4TRUMPDOTCOM: Super PACs &amp; special interests...We see your puppet strings. TRUMP can NOT be bought! @realDonaldTrump #FL4????? https://¡­"," Easley/Powdersville - SC"
479,"RT @TRUMP_PREZ: Liberal Nazi sympathyzer George Soros and his surrogates give John Kasich campaign $700 000 - WHY? VOTE TRUMP. https://t.c¡­","Gulf Coast - NW Florida - USA"
480,"RT @IvoryDove: Anyone else observed this? . Trump says he wants to get 1:1 against Hillary Trump afraid to go 1:1 with Cruz . What does tha¡­","Woodbury - MN"
481,"https://t.co/0UNpteBGia https://t.co/wNAohTrK43 ¡­ WHO OWNS YOUR CANDIDATE &amp; MEDIA? GLOBALISTS? NO 1 OWNS #Trump https://t.co/AEKh80DglI","Rhode Island - USA"
482,"@CammieRountree @rhomarti @theblaze I always think it's so funny that whenever Trump is asked a question about his plans he never answers.??","San Antonio - Texas"
483,"RT @AGerberBaby: @JimBake41035385 @boogie406 @RhondaBarket @TheRightScoop Here's one very packed article.Trump Lies and Bankruptcy https:¡­","Seattle - WA"
484,"RT @FranklinMan25: This is what I feel like when I see &amp; hear Donald Trump. It's like fingernails on a chalkboard. RT if you agree. https:/¡­","Delaware"
485,"RT @vicenews: President Trump would be a threat on par with Jihadi terrorism says economic research firm https://t.co/AtjLDgIPYg https://t¡­","Philippines"
486,"RT @PetCzar: The lie that Trump is not owned by anyone must be reported. He owes at least 500 Million dollars! Ppl R voting this lie. @CNN ¡­","Nunyabizness "
487,"RT @iLuvvit: Stunned by Trump¡¯s dominance some GOP pundits concede that Dems have been right about Republicans all along https://t.co/4zwi¡­","Montego Bay - JA & Richmond - VA"
488,"RT @NRO: Trump¡¯s real assault on free speech...his attempts to use authority to silence critics. https://t.co/hz5x8nTsKw https://t.co/2yR¡­","USA"
489,"RT @JOMainEvent: THE WORST KIND OF PROTESTORS ARE THE ONES NOT INFORMED. Trump= REAL CHANGE NOT HATE. Trump= GETTING THINGS DONE. #AlwaysT¡­","New York - NY"
490,"RT @mlcalderone: Politico joins growing ranks of outlets barred from Trump events after critical coverage: https://t.co/bJ4QpaJs7g https://¡­","bitch planet"
491,"With Ted we know we will get a Constitutional Conservative with Trump we have no idea what he will do. #ChooseCruz https://t.co/51D0pjHt6W","United States"
492,"RT @USATODAY: Is this 'total war'? Anonymous posts Trump's Social Security number phone number https://t.co/xIJqv3AkeT Photo: AP https://t¡­","cyber-space of doubt "
493,"RT @WDFx2EU: Billionaire @GeorgeSoros who backs @HillaryClinton just gave #Cruz camp $250K to fight #Trump. Get the message? https://t.co/S¡­","Chicago"
494,"RT @veganvecoh: Backstage before the Cleveland Trump Rally - Pastor Darrell Scott &amp; 4 other great Trump supporters. #TrumpTrain???????? https:/¡­","#Trump Will Fix This Mess!"
495,"RT @dalestokely: We need Trump.... I'm tired of buying Ammo and guns. It's getting expensive waiting for these idiots to go to far https://¡­","Oregon - USA"
496,"RT @jpodhoretz: Trump has a daughter named Tiffany. He never mentions her. Think about how that makes her feel. Now think about how much he¡­","San Antonio - Texas "
497,"RT @TeaPainUSA: POLL: One half of women have a unfavorable view of Donald Trump. Apparently the other half have an unfavorable view of them¡­","DC USA"
498,"RT @TRUMP_PREZ: 2-FACED JOHN KASICH &amp; LIAR TED CRUZ represent everything we hate about our govt. Make Your Vote Count VOTE TRUMP https:/¡­","Colorado - USA"
499,"RT @IAMMGraham: Spicer? How abt Sens Ayotte Kirk Johnson Portman etc? Every day of campaign = Today GOP nominee Trump said... https:/¡­","Massapequa - NY"
500,"RT @TrussElise: https://t.co/0UNpteBGia https://t.co/wNAohTrK43 ¡­ WHO OWNS YOUR CANDIDATE &amp; MEDIA? GLOBALISTS? NO 1 OWNS #Trump https://t¡­","Atlanta - GA"
501,"RT @brokeslut: Teen white boy born into a wealthy family &amp; a good school district: I support trump because I don't need handouts. YOUR LI¡­","Ambivalence Avenue"
502,"RT @YaimaCosta: I like Trump because he's a business man not a politician What a great way to think. I like my surgeons to be real estate¡­","Smyrna DE"
503,"RT @RickRWells: Col West ¨C How Do They Say Trump Can't Win When That's All He Does? https://t.co/F3rnoqTcw2 #trump2016 https://t.co/AZQxLZ¡­","Austin - TX"
504,"RT @IremTuncel: @DonaldJTrump45 Our Prayers are with Mr.#Trump &amp; His Family #Arizona #AZ #VoteForTrump #Freedom with #DonaldTrump https://t¡­","Phoenix - AZ"
505,"RT @mmfa: Conservative author threatens Trump protesters: ¡°Our side has guns. Behave yourselves¡± https://t.co/JwgJZlPnIP https://t.co/SZyR¡­","out west"
506,"RT @TrumpMyPres: HATE GROUPS ATTACK #TRUMP @realDonaldTrump @Lrihendry @LindaSuhler @ChristiChat @WDFx2EU @Ziplok_ @slone #trumptrain https¡­","ohio"
507,"RT @TheresaMechele: Arizona Sheriff Joe Arpaio Endorses Donald J. Trump. His character drives him to keep his promises #BuildTheWall ht¡­","Charlotte - NC"
508,"RT @MassAdvisors: #CNBC's Jim Cramer: #Trump 'Right About Trade' https://t.co/kI0Gfdx1R3 He¡¯s been right the whole way.¡± while Establishm¡­","Los Angeles - CA"
509,"RT @jstines3: Trump U was a COLLASAL CON a massive SCAM. Trump USA? Disaster born of FRAUD! #NeverTrump #PJNET #TCOT #CCOT https://t.co/¡­","Ocean Springs - Mississippi"
510,"RT @SurfPHX: This is what happens when you LIE about Mr. Trump @realDonaldTrump He gives you a nickname you'll Never live down?? https://t.¡­","@wrmilligan2 backup account"
511,"RT @MARGIE352: We need all delegates to go to Trump???? Stop the GOP from suppressing our Vote! ??Vote Trump everyone?? https://t.co/EbGbl2G4Mt","Dallas - Texas"
512,"RT @A1speaker: Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://¡­","Arizona - USA"
513,"RT @steph93065: .@Greta Trump is doing just fine without advice from @Karlrove; the guy who presided over two devastating loses. THANKS a¡­","United States"
514,"RT @starfirst: Retweeted PoliticusUSA (@politicususa): Protests planned for Trump speech at pro-Israel conference via... https://t.co/Zh4H¡­","NC"
515,"RT @Johnatsrs1949: Pls RT. Trump supporters please call #STOP #RNC @reince and tell him we vote Trump Only. 202 863 8500 press 9 then 7 htt¡­","New York - NY"
516,"RT @TheFliestPlane: When Donald Trump becomes president and you're walking down the street and hear Aye boy where ya freedom papers? http¡­","lucid "
517,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","region of the summer stars"
518,"RT @TheresaMechele: Florida Gov. Rick Scott Endorsed Donald J. Trump. Called on Republicans to Come together; coalesce behind Trump. htt¡­","Orange County Ca. "
519,"RT @TrumpMyPres: WTH ? POPE COMES OUT AGAIN TO ATTACK #TRUMP ON ILLEGALS @realDonaldTrump @HenjLewandowski @Lrihendry @LeahR77 https://t¡­","Pennsylvania"
520,"RT @UTHornsRawk: Donald Trump we love you ???? Thank you???? keep on winning???????? #Arizona #ArizonaPrimary #alwaystrump #Trump2016 https¡­","Finger Lakes Region - NY"
521,"RT @HeerJeet: National Reviews anti-Trump plan: 1. Lecture poor on their immorality ( Get a job! ) 2. Shake hands with a few tradesmen 3.??¡­","Sydney - Australia"
522,"RT @TRUMP_PREZ: Last year LIAR TED CRUZ was Welcoming Refugees saying it's safe even w/ FBI director saying otherwise VOTE TRUMP. https:/¡­","Merced - CA"
523,"RT @suscitate: People can we please get past the BS! Cruz is a natural born citizen and Trump isn't crazy! Constitution isn't there to be ¡­","Heaven"
524,"RT @ShelbyRacer: Trump's idea of National Policy: I'm smart everyone else is stupid &amp; build a wall. Very intellectual. https://t.co/4BTic¡­","Montgomery County PA"
525,"RT @RawStory: Police seek arrest of another Trump supporter for bloody violent assault on black activist https://t.co/pS04D6yFob https://t¡­","Florida - USA"
526,"RT @PrisonPlanet: Hillary: Voted for the Iraq war which killed 1 million mostly Muslims. Trump: Opposed the Iraq war from the start. = TR¡­","Oregon - USA"
527,"RT @Mike_Beacham: #TRUTH TIME To CLEAN HOUSE #TRUMP VOTING REVOLUTION #MakeAmericaGreatAgain Prosecute-Fraud-Tyranny-Treason #2A http¡­","Florida - USA"
528,"?????????Trump THE Only Common Sense Candidate! .#TrumpTrain #Trump2016 #MAGA ???? .@Mferris67 .#GoodJobsMatter https://t.co/ygYFELvBlK","Tennessee - USA"
529,"RT @realDonaldTrump: .@WSJ Editorial says Clinton primary vote total is 8 646 551.Trump's is 7 533 692 -a knock. But she had only 3 oppone¡­","NEW YORK CITY"
530,"RT @LindaSuhler: You clowns melting down that Trump will 'disturb' nat'l/world 'order?' WTH you talking about? You F'd it up &amp; it will take¡­","texas"
531,"RT @AdamPlatt1999: Both Trump+Sanders avoid foreign policy but give hints of a Pro-Russian policy. That sets off my alarm bells like littl¡­","To the left "
532,"Well there you have it-Hillary Clinton doesn't like the US &amp; the rest of the world comes first before US-Vote Trump https://t.co/3AfG3yQR3k","Norge DUAL US CITIZ"
533,"RT @SheriffClarke: https://t.co/LXDIrZtj3r @JohnKasich is anti gun and anti cop and people say Trump is not conservative? Seriously? https:¡­","Mesa -Arizona"
534,"RT @metroadlib: Lol. Marco Rubio said he's going to finish his term and then be a private citizen?!?! Hottdamn. Donald Trump ate that man's¡­","#LeagueofXtraordinaryGentlemen"
535,"RT @TrussElise: https://t.co/0UNpteBGia https://t.co/wNAohTrK43 ¡­ WHO OWNS YOUR CANDIDATE &amp; MEDIA? GLOBALISTS? NO 1 OWNS #Trump https://t¡­","Atlanta - GA"
536,"RT @CruzinAhead: What Trump knows would happen in a 1 on 1 vs @tedcruz!! #DuckingDonald is afraid to debate Cruz on issues! https://t.co¡­","Covington - KY"
537,"RT @JohnStossel: I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov¡¯t spent $13M but FAILED! Good for Trump! https:/¡­","New Jersey"
538,"RT @Unruly_Govern: Trump has refused to debate Ted Cruz in Des Moines he skipped his appearance at CPAC and now he¡¯s ducking the debate n¡­","Alabama"
539,"Great... Donald Trump is winning the senates Americans are not stupid people. They need a STRONG LEADER so do we all? Vote for Don please.","Adelaide - South Australia"
540,"RT @CNN: Bernie Sanders: Donald Trump is a pathological liar he's inciting violence https://t.co/DBvK49BaWu #DemTownHall https://t.co/¡­","Chicago - IL"
541,"Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://t.co/ihVwEXzYkB","California - USA"
542,"RT @The_Trump_Train: Just remember the people telling us Trump can't beat Hillary are the same people who gave us Obama. He would demoli¡­","FayetteChill AR!!"
543,"RT @jodagolf: @rcarr57 @Astorix23 Why afraid!? Cause Trump is just saying what the GOP RW has been saying for 7 years?! To hell with my pus¡­","Greater New Orleans Area"
544,"RT @TRUMP_PREZ: 2-FACED JOHN KASICH &amp; LIAR TED CRUZ represent everything we hate about our govt. Make Your Vote Count VOTE TRUMP https:/¡­","Boise - ID"
545,"RT @Campaign_Trump: They are not against Trump. They are against what Trump represents. #Trump represent anti-establishment. GOP &amp; DEMS are¡­","New York - NY"
546,"@Yehudi3 @Franklin_Graham I heard about Graham supporting Trump but have not seen him actually say that so please send me a link. Thank you.","Virginia"
547,"Never happen. Trump will be our next Potus &amp; he will #MakeAmericaGreatAgain Thank God for Donald J Trump #Trump https://t.co/wfcbsYfBdJ","Connecticut - USA"
548,"RT @thehill: WATCH: Lightning strikes Trump Tower in Chicago as Trump declared primary winner https://t.co/E73f1azRlt https://t.co/akv3kIQL¡­","New Orleans - LA"
549,"RT @realDonaldTrump: Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on o¡­","Belle - WV "
550,"RT @amrightnow: Trump ¡°The Presidential Force is Strong¡± #realdonaldtrump #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE https://t.co/¡­","Plainville - Ga"
551,"RT @gqforbes: Rep DUNCAN HUNTER ENDORSES TRUMP! WE NEED A LEADER AS PRESIDENT! #dtmag https://t.co/FWQdaRzUDL @realDonaldTrump https://t.¡­","Offices:Houston - DC - Nashville"
552,"RT @mitchellvii: There won't be brokered convention. Trump will win this straight up. Every Trump win Cruz becomes more impossible depre¡­","Reading - Michigan"
553,"RT @mmfa: Conservative author threatens Trump protesters: ¡°Our side has guns. Behave yourselves¡± https://t.co/JwgJZlPnIP https://t.co/SZyR¡­","Austin - TX"
554,"Goddamnit man. Even the Twitter account I opened exclusively for fandom purposes has been hijacked by Donald Trump. https://t.co/e70cref9I2","Orlando - FL"
555,"RT @TheresaMechele: Talk Radio Host Michael Savage Endorses Donald J Trump for President #AZ #UT #NE #CA #NY #IN #WV #Trump2016 https://t.¡­","Indiana - USA"
556,"RT @MARGIE352: We need all delegates to go to Trump???? Stop the GOP from suppressing our Vote! ??Vote Trump everyone?? https://t.co/EbGbl2G4Mt","Los Angeles - CA"
557,"RT @Impolitics: Trump predicts riots if he loses at the convention. Yet when Dr. King said injustice spurs violence men like Trump called ¡­","New York City"
558,"RT @daviddavid0901: @mitchellvii The establishment does not want to choose Cruz but they know Cruz unlike Trump can be bought. Cruz is t¡­","Massachusetts"
559,"RT @megynkelly: .@TedCruz: Donald Trump ¡°looks down on the voters. He thinks they¡¯re gullible and will believe whatever he¡¯s saying.¡± #Kel¡­","Nunyabizness "
560,"RT @AlbertDeAscenti: If #Trump doesnt the Nomination the only riots will be in the Trump household https://t.co/U93qzaNFjo #UniteBlue #TNTw¡­","houston tx"
561,"RT @JennyLewis23: This racist bully liar TRUMP who belittle's people should terrify people that he's running for President. SICK https:¡­","Orange County - West Coast "
562,"RT @TheFliestPlane: When Donald Trump becomes president and you're walking down the street and hear Aye boy where ya freedom papers? http¡­","Slidell - Louisiana"
563,"RT @RednaxalA: Trump wouldn't be a billionaire if he didn't know how to use expert council. He doesn't take enemy advice. @JustMe3316 @Osbo¡­","Tennessee"
564,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","Dublin City - Ireland"
565,"RT @RufusKings1776: In 2011 Donald Trump said people who flee debates over and over lack courage due to lacking courage. https://t.co/2uCV¡­","Midwest"
566,"RT @AndrewKirell: Surprise: @ericbolling kicks his ¡°friend¡± @MichelleFields of his show now that she¡¯s too anti-Trump. https://t.co/gdbA85L¡­","Virginia - New Jersey - The Wind"
567,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","Fortaleza - Cear¨¢"
568,"RT @PatriotByGod: Sheriff Clarke - Tells Trump supporters to stand their ground! You have them outnumbered! https://t.co/wZEE0VuMqc https¡­","Just the girl next door ... FL"
569,"RT @ShaunKing: Black folk denied entry into Donald Trump event. White man admits he's a protestor told he can come in. https://t.co/vE0MGy¡­","michigan"
570,"RT @sweety125: @lecia_slecia @SandyPierce In your DREAMS! Trump is losing women everyday by his tone toward them; he can't beat the Hill; ¡­","washington"
571,"RT @Libertea2012: The gangster candidate: Donald Trump and his supporters behave like the mafia ¡­ https://t.co/b8qw32g4nH #NotMeUs https://¡­","Florida - USA"
572,"RT @realjackgillies: COWARDLY TRUMP: I CAN'T DEBATE CRUZ I'D PEE MY PANTS! COWARDLY LION: WHERE'S THE COURAGE DONNY BOY! @ChuckNellis http¡­","St Petersburg - FL"
573,"RT @AdamPlatt1999: Both Trump+Sanders avoid foreign policy but give hints of a Pro-Russian policy. That sets off my alarm bells like littl¡­","Oop North - UK"
574,"RT @benniboi883: Tyler put up a picture Hillary Trump.... That's like saying Martin Luther King is running for president ?? @ThisKid_Tyl¡­","Baltimore - MD"
575,"RT @BartMcCoy5: Every Republican Candidate running in November go on notice If Trump is denied the nomination we vote all Of you out https:¡­","Boston - MA"
576,"RT @mitchellvii: How utterly clueless is Rush? Today he said Trump gets 15 delegates for winning MO and then 9 others divided among them.¡­","Los Angeles - California"
577,"RT @Napoleonlegal: The masses are truly interesting. They really don't appreciate guys like Trump who puts his GREAT life on hold to help ¡­","Washington - DC"
578,"RT @bob_forbes2: Trump is accused of causing violence when Democrats are actively sending violence against him &amp; MSM calls rioters heros","Kalymnos "
579,"RT @TheFliestPlane: When Donald Trump becomes president and you're walking down the street and hear Aye boy where ya freedom papers? http¡­","Miami"
580,"RT @LindaSuhler: GOP stooges--we're keeping track of those playing the 'stop Trump' game. We'll be coming for you when you're up for re-ele¡­","not in DubC"
581,"RT @InLWithLBeingL: Bernie said all this first &amp; better~He's LIVED IT &amp; LIVES IT! She &amp; Trump are the SAME PARTY~for elites not PEEPS http¡­","everywhere"
582,"RT @JennyLewis23: This racist bully liar TRUMP who belittle's people should terrify people that he's running for President. SICK https:¡­","South Carolina - USA"
583,"RT @Impolitics: Trump predicts riots if he loses at the convention. Yet when Dr. King said injustice spurs violence men like Trump called ¡­","Texas"
584,"RT @WayneDupreeShow: SHAMEFUL! GOPe tries 2 pass themselves off as grassroots in this letter 2 stop Trump! https://t.co/QvZjThZc8a #TrumpTr¡­"," United States of America ???"
585,"RT @DanaHoule: Why do people think Trump will move to the center &amp; a bunch of people who loathe him will change their minds? Trump's negs¡­","Wilmington - DE"
586,"RT @CNNPolitics: Several groups of Rabbis and other Jewish leaders plan to boycott Donald Trump at AIPAC https://t.co/rEnV9e5iz0 https://t.¡­","United States"
587,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","Colorado - USA"
588,"RT @Frappingline: Americans have survived Obama only to see another liberal in the wings. Hillary or perhaps Trump. I repeat myself. #CruzC¡­","Indiana - USA"
589,"RT @YANKEEFANNO3: #WakeUpAmerica #TheFive AMERICAN TAX PAYERS WILL HAVE TO PAY FOR REFUGEES AND AMNESTY! VOTE TRUMP! https://t.co/5KbPiuXE61","TX"
