index,text,location
186,"RT @benshapiro: Trump lies. He is informed he lied. Trump lies again. He is informed he lied. Trump tells a third lie on a different topic…","Jerusalem!"
187,"RT @benshapiro: Trump lies. He is informed he lied. Trump lies again. He is informed he lied. Trump tells a third lie on a different topic…","Jerusalem!"
188,"RT @CNN: Donald Trump says Corey Lewandowski will continue as his campaign manager https://t.co/y61XSm9PDg #GOPTownHall https://t.co/SEp7pj…","Pittsburgh - PA"
189,"RT @rebeccagberg: Edward Bulwer-Lytton 1839: The pen is mightier than the sword. Trump 2016: It could have just been a pen which is v…","Here. "
190,"@Bwana86 @Deir_in_DC @ranncore @CassandraRules @IamDeanWayne That awkward moment when Hillary sounds more like a Republican than Trump does.","[BHM] / MIA / DXB / AMM"
191,"@Bwana86 @Deir_in_DC @ranncore @CassandraRules @IamDeanWayne That awkward moment when Hillary sounds more like a Republican than Trump does.","[BHM] / MIA / DXB / AMM"
192,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Nashville - TN"
193,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Nashville - TN"
194,"RT @FoxNews: .@benshapiro: This is the Trump campaign: where lies are told &amp; then lies are told to cover up the lies... https://t.co/4XC…","united states of america"
195,"RT @FoxNews: .@benshapiro: This is the Trump campaign: where lies are told &amp; then lies are told to cover up the lies... https://t.co/4XC…","united states of america"
196,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","Los Angeles - CA"
197,"RT @peaceandjoy101: Donald Trump is giving a public spanking to Anderson Cooper! #Trump will not let his words be twisted. No fun for Ande…","North America"
198,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","Los Angeles - CA"
199,"RT @peaceandjoy101: Donald Trump is giving a public spanking to Anderson Cooper! #Trump will not let his words be twisted. No fun for Ande…","North America"
200,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","Doylestown - Pa "
201,"RT @hunterschwarz: Case against Trump campaign manager has the most corroborating evidence I’ve seen in a battery case in a long time” htt…","Weston - FL"
202,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","Doylestown - Pa "
203,"@VeeVee @RealJoeBivens Not to be mean but there's no hope for u. Vote trump. Get a war-INCITING climate-change-denying crazy as fuck bigot","Orange County - CA"
204,"RT @joelbousley: Trump is so pathetic all he can do is bring up Benghazi. Lame. This man is a snake oil salesman if ever there was one. #GO…","Portland - OR"
205,"RT @ggreenwald: The media spent all day claiming @SusanSarandon said she might vote for Trump. A total fabrication but whatever... https:/…","London"
206,"RT @ggreenwald: The media spent all day claiming @SusanSarandon said she might vote for Trump. A total fabrication but whatever... https:/…","London"
207,"RT @Deanofcomedy: Latinos +Muslims should root for Trump to be GOP nominee. Why? It will cause both to get into politics more. My CNN https…","Washington - DC"
208,"RT @Deanofcomedy: Latinos +Muslims should root for Trump to be GOP nominee. Why? It will cause both to get into politics more. My CNN https…","Washington - DC"
209,"RT @gastonmooney: Trump is the Oprah of nuclear weapons.... You get one you get one you get one....everyone gets one!!!! https://t.co/A…","United States"
210,"RT @gastonmooney: Trump is the Oprah of nuclear weapons.... You get one you get one you get one....everyone gets one!!!! https://t.co/A…","United States"
211,"RT @immigrant4trump: Trump EMOTIONAL Moment With Miss Wisconsin 2005 Melissa Young struggles with an incurable disease #GOPTownHall https:/…","California - USA"
212,"RT @thewobbleeffect: Trump's own surveillance camera proves his campaign manager lied about grabbing reporter https://t.co/NQ92hDCXmk by @R…","Austin - TX"
213,"RT @THETXEMBASSY: Trump &amp; Friends✌ TrumpBart Hannity and Trump👇 Re @greta phone~a~Trump The Conservative World Today👋 Judge J &amp; Trump👌 http…","Red State La. "
214,"RT @truevineflorida: Cruz: Lewandowski Battery Charge a 'Consequence of the Culture of the Trump Campaign' - Breitbart: https://t.co/1WNHyt…","Roseville - CA"
215,"RT @truevineflorida: Cruz: Lewandowski Battery Charge a 'Consequence of the Culture of the Trump Campaign' - Breitbart: https://t.co/1WNHyt…","Roseville - CA"
216,"RT @daveweigel: “I can’t believe Trump is getting away with these obvious lies” say people who apparently just discovered politics 20 minut…","Singapore"
217,"RT @daveweigel: “I can’t believe Trump is getting away with these obvious lies” say people who apparently just discovered politics 20 minut…","Singapore"
218,"What will you do to protect religious minorities? Nothing. Do you trust Muslims? No. Trump would make bad policy &amp; law for all ppl of faith.","DFW - Texas"
219,"RT @K8brannen: Trump is incoherent. He wants to shrink US military footprint worldwide at the same time he proposes growing the military bi…","U.S. East Coast "
220,"RT @K8brannen: Trump is incoherent. He wants to shrink US military footprint worldwide at the same time he proposes growing the military bi…","U.S. East Coast "
221,"RT @RobertPicardo: Watching Trump take questions on his jet in Wisconsin. Either he's totally off his meds today or his blood is at toxic N…","Roswell - GA"
222,"#CruzSexScandal ha ha Lyin' Ted says Trump needs to come clean about campaign manager. Has he forgotten something? Like the 5 women he was","Holualoa - HI"
223,"RT @tjholmes: Asked about the back &amp; forth about their wives Trump says: I didn't start it. Anderson: that's the argument of 5 year old…"," Los Angeles County"
224,"RT @OSPREY675: @megynkelly Ask this question: What was Michelle Fields doing in the crowded walkway while Trump &amp; Secret Service were rushi…","San Tan Valley - AZ"
225,"RT @chaunceydevega: Donald Trump bloviates ammosexual fantasies about good guys with guns . Fools think they are Dirty Harry. #goptownha…","Bumfuck nowhere"
226,"RT @tjholmes: Asked about the back &amp; forth about their wives Trump says: I didn't start it. Anderson: that's the argument of 5 year old…"," Los Angeles County"
227,"RT @bennydiego: Trump &amp; Cruz are 2 immature ignorant inept idiots. They are both unfit to be President of the U.S.A. #GOPTownHall https:/…","DC"
228,"RT @OSPREY675: @megynkelly Ask this question: What was Michelle Fields doing in the crowded walkway while Trump &amp; Secret Service were rushi…","San Tan Valley - AZ"
229,"RT @bennydiego: Trump &amp; Cruz are 2 immature ignorant inept idiots. They are both unfit to be President of the U.S.A. #GOPTownHall https:/…","DC"
230,"RT @Eric_the_bench: @Schneider_CM @Anomaly100 exec orders per yr for every president. Trump loves his low information flock. https://t.co/D…","NYC"
231,"#CruzSexScandal ha ha Lyin' Ted says Trump needs to come clean about campaign manager. Has he forgotten something? Like the 5 women he was","Holualoa - HI"
232,"RT @Eric_the_bench: @Schneider_CM @Anomaly100 exec orders per yr for every president. Trump loves his low information flock. https://t.co/D…","NYC"
233,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","Texas"
234,"RT @TheRickWilson: Let me rephrase. If you look at Trump's behavior and don't think My GOD HE'S INSANE! then please never vote. For the l…","Appleton - WI"
235,"RT @RaniaKhalek: We have to wipe ISIS off the face of the earth fast &amp; violently Trump response to question on how to protect Sikhs from…","Half blood Syrian/Gryffindor. "
236,"RT @JamesFallows: Hey Anderson Cooper PLEASE FOR THE LOVE OF GOD don’t let Trump KEEP saying that China is DE-valuing. They’re trying the r…","Vancouver - WA - USA"
237,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","My home the road"
238,"RT @JamesFallows: Hey Anderson Cooper PLEASE FOR THE LOVE OF GOD don’t let Trump KEEP saying that China is DE-valuing. They’re trying the r…","Vancouver - WA - USA"
239,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","My home the road"
240,"RT @OutFrontCNN: Anderson Cooper to Donald Trump on Heidi Cruz response: That’s the argument of a 5-year-old #GOPTownHall https://t.co/HK9s…","Toronto"
241,"RT @realDonaldTrump: Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ le…","Lagrange Ky"
242,"RT @OutFrontCNN: Anderson Cooper to Donald Trump on Heidi Cruz response: That’s the argument of a 5-year-old #GOPTownHall https://t.co/HK9s…","Toronto"
243,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Michigan - USA"
244,"RT @kincannon_show: If you're for Trump be *for* Trump. If you're for Cruz be *for* Cruz. But don't be *against* anybody in a primary. Al…","Neenah - Wi"
245,"RT @NateSilver538: The legal affairs section of Trump's Wiki page is 4252 words long. So much opposition research ground for Clinton. htt…","Mount Holly - NJ"
246,"RT @SooperMexican: Nearly every detail Trump told about the San Berdoo neighbor is a complete fabrication. @AndersonCooper just sat there.…","Proud Bostonian"
247,"RT @NateSilver538: The legal affairs section of Trump's Wiki page is 4252 words long. So much opposition research ground for Clinton. htt…","Mount Holly - NJ"
248,"RT @SooperMexican: Nearly every detail Trump told about the San Berdoo neighbor is a complete fabrication. @AndersonCooper just sat there.…","Proud Bostonian"
249,"RT @SooperMexican: Nearly every detail Trump told about the San Berdoo neighbor is a complete fabrication. @AndersonCooper just sat there.…","Louisiana"
250,"RT @PFTCommenter: If your in the crowd at the GOP town hall and ask Trump if hes reversed his stance on Joe Flacco I will venmo u 500$ http…","NOLA"
251,"RT @PFTCommenter: If your in the crowd at the GOP town hall and ask Trump if hes reversed his stance on Joe Flacco I will venmo u 500$ http…","NOLA"
252,"RT @EsotericCD: Donald Trump keeps insisting that it was Ted Cruz's people who made that Melania ad. Cooper doesn't bother pushing back o…","Under Surveillance "
253,"RT @EsotericCD: Donald Trump keeps insisting that it was Ted Cruz's people who made that Melania ad. Cooper doesn't bother pushing back o…","Under Surveillance "
254,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Los Angeles"
255,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Los Angeles"
256,"RT @ChickenParmPete: I do not understand how someone can watch Donald Trump and think Yeah that's my guy. This man is a fucking clown an…","Carbondale - IL"
257,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","O Fallon - Missouri"
258,"RT @ChickenParmPete: I do not understand how someone can watch Donald Trump and think Yeah that's my guy. This man is a fucking clown an…","Carbondale - IL"
259,"As you can hear unlike Cruz Trump will answer all questions directed at him without any avoidance so refreshing to hear someone not being PC","Rancho Cucamonga - CA"
260,"RT @WHLPJr: Holy shit Trump's nuclear proliferation/non-proliferation/YOLO word diarrhea in this town hall makes me yearn for an ice pick t…","Palos Heights - Illinois"
261,"RT @Realjmannarino: #GOPTownHall Drinking Game: Every time Donald Trump says excuse me take a shot. You may be passed out by the time 10:…"," "
262,"RT @WHLPJr: Holy shit Trump's nuclear proliferation/non-proliferation/YOLO word diarrhea in this town hall makes me yearn for an ice pick t…","Palos Heights - Illinois"
263,"RT @Realjmannarino: #GOPTownHall Drinking Game: Every time Donald Trump says excuse me take a shot. You may be passed out by the time 10:…"," "
264,"RT @sallykohn: Please oh please Trump voters. We'll fix the economy create good jobs try to help however we can -- but PLEASE DON'T VOT…","Lacey - WA"
265,"RT @sallykohn: Please oh please Trump voters. We'll fix the economy create good jobs try to help however we can -- but PLEASE DON'T VOT…","Lacey - WA"
266,"RT @LadyLNorth: It's just not possible for Trump to imagine people supporting anyone but him. He lives in a bubble of sycophants. https://t…","Gulf coast"
267,"RT @LadyLNorth: It's just not possible for Trump to imagine people supporting anyone but him. He lives in a bubble of sycophants. https://t…","Gulf coast"
268,"RT @SpeakWilliams: Yall think Trump is face of racism? No he's the older face some younger faces live in the city with tattoos small t-shi…","North Side Columbus"
269,"RT @SpeakWilliams: Yall think Trump is face of racism? No he's the older face some younger faces live in the city with tattoos small t-shi…","North Side Columbus"
270,"RT @harikondabolu: There is currently a debate on CNN between Donald Trump &amp; Anderson Cooper about when to RETWEET. This is happening. #GOP…","Earth"
271,"RT @harikondabolu: There is currently a debate on CNN between Donald Trump &amp; Anderson Cooper about when to RETWEET. This is happening. #GOP…","Earth"
272,"RT @AriMelber: Trump's new defense of Lewandowski seems to assume a campaign manager is responsible for security &amp; use of force not the Se…","Show Me Misery"
273,"RT @SIERRADEDORADO7: .@CNNPolitics Donald Trump EMOTIONAL Moment With Dying Miss Wisconsin 2005 Melissa Young At Janesville Rally https://t…","Lincoln - NE"
274,"RT @SIERRADEDORADO7: .@CNNPolitics Donald Trump EMOTIONAL Moment With Dying Miss Wisconsin 2005 Melissa Young At Janesville Rally https://t…","Lincoln - NE"
275,"RT @PatrickRuffini: So sick and tired of reporters who think tweeting snarky things about Trump is doing their jobs. Call him a liar. To hi…","Mid-South"
276,"RT @sallykohn: Having brave police officers who responded to Sikh temple shooting in Wisconsin challenge Trump on racial profiling = FANTAS…","Milano"
277,"RT @Billright50: Trump killing it on CNN with Anderson Cooper New polls have Trump at or over 50% Makeamericagreatagain wakeupamerica Wisco…","Lutherville MD"
278,"RT @Billright50: Trump killing it on CNN with Anderson Cooper New polls have Trump at or over 50% Makeamericagreatagain wakeupamerica Wisco…","Lutherville MD"
279,"RT @winbackfreedom: Trump is the only one who answers questions with strength directness &amp; clarity. #GOPTownHall #WisconsinPrimary #Wiscon…","Tennessee - USA"
280,"RT @winbackfreedom: Trump is the only one who answers questions with strength directness &amp; clarity. #GOPTownHall #WisconsinPrimary #Wiscon…","Tennessee - USA"
281,"RT @David360NC: The greatest video of TRUMP you will ever see. https://t.co/jy52FhQrHE #WIPrimary #WIpolitics #AlwaysTrump #GOP #PA https:/…","Las Vegas"
282,"RT @David360NC: The greatest video of TRUMP you will ever see. https://t.co/jy52FhQrHE #WIPrimary #WIpolitics #AlwaysTrump #GOP #PA https:/…","Las Vegas"
283,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Heart of the Bluegrass"
284,"RT @OutFrontCNN: Donald Trump argues for countries incl. Japan &amp; S.Korea getting nuclear weapons https://t.co/miqgbmJQg4 #GOPTownHall https…","Earth"
285,"RT @OutFrontCNN: Donald Trump argues for countries incl. Japan &amp; S.Korea getting nuclear weapons https://t.co/miqgbmJQg4 #GOPTownHall https…","Earth"
286,"RT @UCitizens: We Trump Supporters are so cool👍 We care about the USA! We support each other! We will help Trump Win! And most of all the L…","Pennsylvania"
287,"RT @UCitizens: We Trump Supporters are so cool👍 We care about the USA! We support each other! We will help Trump Win! And most of all the L…","Pennsylvania"
288,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Branson - Missouri"
289,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Branson - Missouri"
290,"RT @cthulhu4america: The solution to global problems is to take over the globe. Trump doesn't even have a plan. #GOPTownHall https://t.co/j…","Toronto - Ontario"
291,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Nashville - TN"
292,"RT @Johnatsrs1949: &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Get out the VOTE in Wisconsin**A Big Win Can Lock Up the NE States..............**GO TRUMP 2016** http…","Nashville - TN"
293,"RT @cthulhu4america: The solution to global problems is to take over the globe. Trump doesn't even have a plan. #GOPTownHall https://t.co/j…","Toronto - Ontario"
294,"RT @Cernovich: Trump is pro-police. I am not. Today's false criminal case against Trump's campaign manager is why I do not trust the police.","Peoples Republic of California"
295,"#Cruz's super PAC attacked Trump's wife w/nude photos but let's forget Cruz's ugliness &amp; let's hide the #CruzSexScandal...cause narrative","Greater Los Angeles"
296,"RT @Cernovich: Trump is pro-police. I am not. Today's false criminal case against Trump's campaign manager is why I do not trust the police.","Peoples Republic of California"
297,"#Cruz's super PAC attacked Trump's wife w/nude photos but let's forget Cruz's ugliness &amp; let's hide the #CruzSexScandal...cause narrative","Greater Los Angeles"
298,"RT @OrigIntent: I thought Republicans were above Double Standards. @WDFx2EU @ChristiChat @Ricky_Vaughn99 @TeamTrumpAZ #Trump https://t.co/…","God Bless America!"
299,"@FoxNews @SykesCharlie you both look like hypocrites as if we all don't know how biased you both are. It only makes us more support Trump!!!","California"
